id_endereco,id_cliente,logradouro,numero,bairro,cidade,estado,cep,created_at
1559,57,Chácara Azevedo,6,Cdi Jatoba,Freitas,AL,83415-537,2023-09-14 20:18:50
1560,1734,Passarela de Ramos,109,Castelo,Rios,PB,53062768,2025-04-12 17:49:48
1561,801,Viela Enrico Gomes,2,Vila Pilar,da Rocha,PI,04665039,2025-04-06 18:45:45
1562,2183,Estação Antony Lima,29,Bela Vitoria,Mendes,RS,94489003,2023-01-23 08:51:28
1563,3083,Estação José Miguel Oliveira,2,Fazendinha,Sampaio do Norte,PB,68203-606,2024-07-29 23:52:59
1564,2820,Aeroporto da Cunha,60,Grota,Guerra,SP,65849-039,2023-11-21 21:19:46
1565,1567,Pátio de Souza,162,Jaraguá,Pires,AL,61413403,2023-05-05 11:34:53
1566,141,Área Gomes,74,Independência,Silva,PI,98566-655,2024-05-26 22:08:34
1567,2814,Lago Mendonça,3,Santana Do Cafezal,Pinto Verde,PR,25049449,2025-05-03 11:34:49
1568,4477,Loteamento de Moraes,317,Vila Bandeirantes,Pastor Alegre,MS,06536-775,2024-03-05 01:23:28
1569,4530,Fazenda Caio Montenegro,36,Aeroporto,Moura de Fogaça,PI,68887-841,2023-03-19 01:03:43
1570,3944,Área de Aragão,70,Flamengo,Araújo do Norte,SE,28016-007,2024-05-21 11:51:48
1571,3080,Favela Gael Casa Grande,3,São Gabriel,da Cruz,GO,17859379,2024-10-01 07:05:53
1572,4673,Fazenda de Campos,63,Beira Linha,Souza,RN,60525705,2024-07-31 09:37:03
1573,1426,Estação Nogueira,90,Araguaia,Souza,PA,82503-528,2023-09-29 19:55:24
1574,2236,Trevo Luiz Henrique Ferreira,36,Xodo-Marize,Freitas,RN,38187275,2023-03-30 19:04:56
1575,449,Conjunto Gael Henrique Novais,46,Jardim Dos Comerciarios,Brito do Galho,MG,69529050,2024-04-11 23:11:26
1576,3881,Vila Théo Pires,37,Biquinhas,Leão,PI,67995-094,2023-01-22 22:45:59
1577,1609,Passarela Guerra,16,Vila Cloris,Mendes,MA,72620067,2025-11-10 00:20:52
1578,621,Núcleo Enrico Teixeira,18,Lindéia,Sousa do Norte,MG,00346-026,2025-02-08 07:50:39
1579,33,Área Nascimento,1,Distrito Industrial Do Jatoba,Montenegro,MS,79037-292,2024-09-29 08:35:37
1580,3529,Aeroporto Cavalcanti,40,Vila Jardim Leblon,Sá Verde,RN,98789727,2025-08-25 17:36:51
1581,4747,Vale Juliana Camargo,50,Santo Antônio,Albuquerque,AP,08393-953,2024-09-24 15:40:28
1582,2988,Loteamento de Moraes,37,Nova Gameleira,Araújo de Peixoto,RR,22312-791,2023-03-22 05:12:14
1583,2193,Lagoa Allana Fonseca,69,Virgínia,das Neves,AP,25743716,2025-09-11 07:55:06
1584,4071,Viaduto Brenda Barbosa,82,Buritis,Mendes da Mata,AC,22349-649,2025-10-05 00:43:51
1585,3691,Distrito João Pedro Moura,1,Miramar,Pires,PE,73238378,2022-11-28 16:32:14
1586,1374,Feira Samuel Vasconcelos,81,Boa União 1ª Seção,Cavalcanti,AP,91415-919,2023-03-18 05:31:57
1587,3190,Vila Yasmin Machado,730,Penha,Mendes da Prata,PE,28568062,2025-07-17 23:29:49
1588,2298,Avenida de Pimenta,46,Conjunto Califórnia I,Marques,ES,64464-211,2024-12-12 22:04:45
1589,941,Viaduto de Cavalcanti,27,Vila Santa Rosa,Cunha Alegre,MT,51049-989,2024-03-18 12:13:52
1590,1644,Viela Fogaça,7,Lajedo,Sousa do Norte,AC,36903376,2024-09-13 13:10:24
1591,962,Vale de Siqueira,87,Casa Branca,Cavalcanti,ES,64466-597,2024-07-02 23:36:53
1592,57,Pátio Câmara,10,Pantanal,Machado,AL,85818-443,2023-04-21 06:19:23
1593,2878,Sítio Vargas,261,Vila Boa Vista,Pires,AP,24471-633,2025-11-09 00:48:05
1594,1684,Área Davi Luiz Sousa,52,Mirante,Machado,CE,48505-802,2025-08-19 16:58:02
1595,3306,Setor Pereira,28,Vila Pinho,Garcia,SC,37072-698,2023-04-02 11:41:00
1596,1012,Alameda Rhavi Viana,1,Tres Marias,Novaes,RO,51545442,2024-04-08 13:49:45
1597,3360,Residencial Ravi Garcia,54,Alta Tensão 1ª Seção,Marques,SP,66085-245,2024-02-25 18:31:01
1598,1863,Trevo de Marques,92,Santa Rita De Cássia,Aragão,AL,07820-095,2024-08-19 21:32:51
1599,4287,Trevo Raul Barros,12,Vila Formosa,Lopes,GO,76537-503,2023-09-19 07:13:07
1600,3827,Rodovia Giovanna da Paz,65,Xangri-Lá,Melo do Galho,AM,49026-713,2022-12-14 03:26:50
1601,2090,Conjunto Aragão,79,Vila Nossa Senhora Do Rosário,Santos,AC,18166224,2025-10-01 01:40:53
1602,537,Núcleo de Borges,2,Alto Barroca,da Cruz de Camargo,MS,91413-387,2024-03-06 15:09:00
1603,2198,Feira Juan Castro,965,Vila Esplanada,Almeida,RO,09213-225,2024-03-22 06:01:21
1604,4657,Feira Albuquerque,3,Vila Ouro Minas,Mendes do Norte,BA,50115-815,2025-04-08 10:25:12
1605,4589,Residencial de Cardoso,10,Vila Jardim São José,Mendonça,GO,09559348,2022-12-22 22:15:52
1606,1567,Lagoa Manuela Sales,99,Confisco,Cunha,PA,55494849,2024-06-01 22:16:04
1607,729,Praia Campos,41,Acaba Mundo,Pires,RJ,69760-442,2025-10-22 06:09:33
1608,69,Chácara de Santos,50,Pompéia,Novaes,ES,12148-610,2023-10-08 14:59:07
1609,2762,Viela Cassiano,22,Piraja,Guerra,TO,13995634,2024-06-21 02:45:48
1610,3799,Lago de Silveira,29,Paquetá,Costa da Mata,MS,30634333,2023-03-21 15:02:34
1611,4332,Fazenda Ana Vitória Moreira,834,Vila Sesc,Mendes,PI,44723-103,2024-05-16 18:20:19
1612,2993,Pátio de Vasconcelos,787,Das Industrias I,Casa Grande,AP,08740309,2025-11-09 20:34:53
1613,4534,Feira Maria Alice Nascimento,68,Santa Tereza,Fonseca de Nascimento,AP,96821679,2025-02-19 01:20:20
1614,4002,Via de Duarte,6,Lindéia,Camargo,SE,04427-631,2023-10-16 19:03:11
1615,263,Rodovia de Siqueira,40,Maria Tereza,Monteiro,MG,39580-692,2024-03-31 09:40:11
1616,3406,Quadra de Macedo,20,São Geraldo,Vargas da Mata,PA,37036-945,2025-05-02 04:41:28
1617,2541,Travessa de Moreira,74,Novo Das Industrias,Campos de Goiás,MG,57088697,2025-08-12 23:29:07
1618,3679,Estação Martins,70,Floramar,Fogaça,PB,91318179,2025-04-19 14:19:59
1619,4247,Vila Alves,10,Jardim Alvorada,Fernandes do Campo,RO,55925-549,2024-09-14 13:46:53
1620,4539,Lagoa Pimenta,391,Vila Fumec,da Cunha da Prata,AP,95966-141,2025-07-18 11:54:05
1621,3914,Distrito Freitas,285,Vila Vista Alegre,Ramos,SC,23214-897,2023-10-14 14:22:16
1622,2876,Travessa de Mendonça,88,Centro,Dias Alegre,RN,26278-212,2023-06-18 00:57:20
1623,2073,Travessa de Brito,38,Jardim Do Vale,da Rocha do Galho,TO,54350031,2023-06-28 15:14:56
1624,1438,Alameda Lorenzo Nogueira,8,Nazare,Aparecida da Prata,RS,90978-866,2025-08-14 12:43:09
1625,2559,Área de Carvalho,836,São Tomaz,Silva,MA,32099-068,2023-04-28 11:27:49
1626,4164,Alameda Bruna Barros,91,Vale Do Jatoba,Cassiano,MA,83682137,2023-09-19 22:16:57
1627,649,Núcleo Jesus,458,Santana Do Cafezal,Moraes,AM,58997830,2024-01-01 15:07:41
1628,4145,Rua Rafaela Moreira,49,Aparecida 7ª Seção,Fernandes,BA,82712447,2024-12-23 04:02:44
1629,1716,Estação Ester Cunha,48,Goiania,Castro,SE,48275095,2025-04-23 01:43:43
1630,2129,Via Nunes,78,Maria Helena,da Costa,RN,22443-412,2024-04-01 23:22:19
1631,3103,Feira Erick Nunes,8,Vila Primeiro De Maio,Pinto do Campo,RO,09687070,2025-01-01 13:11:54
1632,3052,Estrada da Mota,5,Concórdia,Teixeira da Serra,RS,63924656,2025-01-01 20:04:53
1633,2650,Alameda Melo,16,Pompéia,Machado Paulista,AL,43587954,2024-07-08 21:47:14
1634,599,Travessa de Barbosa,90,São Jorge 3ª Seção,Oliveira,AC,47695904,2024-02-29 12:27:26
1635,3314,Via Freitas,85,Alto Dos Pinheiros,Costa de Minas,CE,99433264,2024-06-05 07:39:27
1636,4587,Praça de Jesus,76,Pousada Santo Antonio,Montenegro,ES,46015-787,2024-07-03 20:10:14
1637,135,Rua de Nascimento,57,Castelo,Teixeira,PI,25089-771,2023-03-22 01:17:27
1638,2299,Trecho Ana Sophia Fernandes,94,Delta,da Costa,AL,87129338,2025-06-11 00:37:21
1639,3612,Estrada Pinto,13,Tupi A,Rios de Pacheco,RS,52578368,2025-09-29 11:09:37
1640,2054,Jardim Hadassa Novaes,6,Universitário,Gomes de Carvalho,AP,58694637,2025-03-27 10:49:46
1641,1560,Condomínio de da Cunha,30,Esperança,Mendes Alegre,BA,60362609,2025-04-21 22:13:45
1642,496,Aeroporto de da Cunha,90,Parque São Pedro,Azevedo do Oeste,GO,72594-673,2025-05-02 13:58:58
1643,1393,Praia João Marques,89,Barão Homem De Melo 1ª Seção,Viana da Mata,PB,65268-074,2023-01-10 00:46:13
1644,1275,Conjunto Porto,5,Itapoa,Moraes,PR,02370333,2025-05-22 20:43:07
1645,617,Recanto Martins,646,Jardim Alvorada,Cassiano,PB,07005-900,2025-08-30 23:48:52
1646,1439,Ladeira Luna Pastor,60,Vila Paris,Cirino,PR,76428-692,2023-10-12 09:51:16
1647,2929,Pátio Benicio Dias,45,Goiania,Camargo,PE,14438321,2024-11-21 05:03:06
1648,1743,Lagoa de Cirino,1,Satelite,Caldeira,GO,24066-762,2025-09-14 23:27:15
1649,637,Loteamento de Montenegro,243,Conjunto Paulo Vi,Ramos,TO,77307530,2022-11-23 16:13:30
1650,19,Colônia de Pimenta,27,São Francisco,Pacheco das Flores,PB,01669130,2024-03-15 07:25:20
1651,2821,Praia de Rios,71,Carlos Prates,da Costa Alegre,SC,86890066,2025-05-06 14:19:01
1652,3351,Colônia Vieira,13,Santana Do Cafezal,Ramos,BA,74411-045,2023-09-06 22:58:08
1653,4480,Praia de Oliveira,2,Mineirão,Rodrigues,MG,44917296,2025-09-07 08:04:31
1654,2239,Rodovia Carolina Cunha,17,Glória,Silveira da Prata,RN,52281913,2024-08-21 10:41:44
1655,2407,Esplanada Maria Alice Ribeiro,41,Caiçara - Adelaide,Brito,TO,32689362,2025-01-07 10:35:20
1656,4403,Lago Santos,66,Bom Jesus,Aparecida,SC,28872560,2024-12-02 07:12:48
1657,82,Praia Francisco da Mata,46,Outro,Abreu,PB,81541475,2022-12-18 23:56:11
1658,2850,Estrada de Azevedo,6,Conjunto Santa Maria,Marques de Peixoto,RO,89034032,2025-05-24 08:07:21
1659,1138,Largo Zoe Alves,14,Camponesa 1ª Seção,Correia de Rodrigues,PA,17988048,2023-12-27 06:22:24
1660,1747,Lagoa Fonseca,36,Primeiro De Maio,Santos da Mata,AP,31530-147,2025-03-23 22:29:01
1661,1603,Praça Gael Gomes,807,Nova Gameleira,Brito,RN,14288-193,2023-11-19 07:40:53
1662,1523,Chácara Lopes,34,Andiroba,Carvalho Alegre,BA,76366170,2024-07-06 02:43:36
1663,2610,Vereda Benício Gonçalves,24,São Benedito,Barros,AM,79394-988,2024-01-09 22:22:26
1664,1678,Loteamento de Montenegro,9,Vila Nova,Freitas,AM,25105-598,2024-10-25 12:29:56
1665,2014,Feira de Brito,10,Vila Sesc,Peixoto,PR,75731264,2024-08-19 07:29:58
1666,732,Rodovia Thiago Moura,43,São Vicente,Pacheco de Goiás,RJ,19171146,2024-02-07 04:56:59
1667,1015,Parque Fogaça,8,Acaba Mundo,Jesus,TO,74807920,2025-01-26 04:11:42
1668,2042,Lago Emanuella Ribeiro,5,Vila Suzana Segunda Seção,Brito,AC,40831815,2023-12-25 17:45:09
1669,1746,Colônia de Cassiano,58,Vila Suzana Primeira Seção,Barbosa,RO,41732-565,2023-09-15 14:48:23
1670,1926,Setor de Melo,44,Pantanal,da Luz Grande,TO,56930086,2023-05-02 14:54:52
1671,2788,Distrito Dias,36,Leticia,Novaes da Prata,AL,62307-689,2023-02-20 15:03:29
1672,4738,Viaduto Brenda da Rocha,137,São Jorge 2ª Seção,Abreu do Sul,PI,58984-887,2023-03-09 18:32:16
1673,557,Sítio Lara Vasconcelos,89,Frei Leopoldo,Peixoto das Flores,SE,19947-964,2024-04-04 07:32:13
1674,3676,Viela de Garcia,773,Vila Madre Gertrudes 1ª Seção,Farias das Flores,PR,61904-309,2025-03-05 14:53:04
1675,519,Avenida de Fogaça,64,Eymard,Câmara de Goiás,MT,60502-490,2024-04-14 14:35:16
1676,4892,Favela Luiz Fernando Macedo,5,Tupi A,Carvalho do Oeste,RN,75041-493,2025-03-09 02:10:06
1677,2948,Lago Ana Beatriz Macedo,69,Monsenhor Messias,Machado,RJ,05719-656,2024-07-05 12:28:35
1678,4035,Travessa Guerra,4,Senhor Dos Passos,Guerra,PA,58873-471,2023-07-14 01:26:42
1679,3339,Ladeira de Lopes,16,Alto Vera Cruz,Barbosa,PB,87260270,2024-09-08 23:09:39
1680,4729,Praça Gabriela Montenegro,276,Jardim Alvorada,Rodrigues,AP,51176021,2025-10-29 06:40:06
1681,3044,Passarela de Gomes,37,Vila Copacabana,Abreu de Camargo,ES,57524-107,2023-07-26 22:32:25
1682,4039,Campo Ferreira,1,Camponesa 2ª Seção,Moreira de Ramos,DF,55184-363,2023-04-11 23:38:58
1683,506,Recanto Augusto Mendonça,59,Vila Rica,Viana da Mata,MA,98729-829,2024-07-01 13:56:03
1684,2220,Recanto Vitor Gabriel Martins,331,Coqueiros,Marques,RO,42392259,2024-11-20 09:59:20
1685,4185,Lagoa Isabelly Freitas,46,Jardinópolis,Macedo da Mata,SE,50795-247,2025-08-23 07:43:43
1686,4593,Fazenda Rios,47,Vila Cemig,Cassiano das Flores,RJ,26716872,2025-04-15 21:25:04
1687,4964,Parque Bruna Câmara,70,Boa União 2ª Seção,Nogueira,RN,73584973,2024-08-28 16:39:26
1688,2525,Alameda de Vargas,9,Vila Madre Gertrudes 3ª Seção,Pinto,MS,56605-861,2025-07-08 01:12:57
1689,3907,Praia Gonçalves,49,Ermelinda,da Conceição de das Neves,RS,81043311,2024-02-03 18:05:30
1690,2581,Esplanada Thomas Santos,96,Jatobá,Nascimento da Prata,RJ,79441219,2023-06-24 14:51:37
1691,2219,Trecho Novaes,83,Guarani,Correia do Oeste,ES,01902593,2023-03-31 23:39:21
1692,2073,Lagoa Farias,52,Conjunto Minas Caixa,Sampaio de Goiás,MA,06968602,2024-03-16 03:02:23
1693,2676,Fazenda Farias,36,Tupi A,Souza,RR,52274-663,2023-08-26 08:11:08
1694,3234,Conjunto Pinto,16,São João Batista,Garcia,BA,73575-673,2025-03-03 18:00:51
1695,1790,Ladeira de Nunes,60,Vila Nova Paraíso,Barbosa,SE,67623-109,2023-12-18 18:23:35
1696,762,Colônia de Nogueira,66,Vila Piratininga Venda Nova,Lopes,AL,40944453,2023-01-17 22:18:00
1697,3321,Núcleo Aragão,30,Túnel De Ibirité,Cavalcanti,MA,95077-155,2024-06-13 03:56:24
1698,3136,Favela Albuquerque,760,Parque São Pedro,Correia do Norte,RO,97595791,2025-01-11 19:29:32
1699,984,Fazenda Carvalho,97,Petropolis,Alves Paulista,RN,66296-092,2025-01-04 23:16:30
1700,3776,Loteamento João Felipe Duarte,4,Vila Paquetá,Lima Verde,RR,08308479,2023-10-06 21:16:13
1701,1147,Campo Vicente Freitas,1,Vila Vista Alegre,Peixoto,CE,20644359,2025-04-24 11:31:33
1702,4393,Colônia de Correia,69,Rio Branco,Moraes de Cavalcanti,PE,49893-026,2025-03-16 09:39:11
1703,4763,Chácara Monteiro,4,Vila São João Batista,Albuquerque,DF,56263827,2025-01-19 08:26:16
1704,1665,Praia de Novaes,25,Vila Jardim Alvorada,Fogaça,CE,95701153,2023-12-08 16:43:01
1705,2648,Passarela Ravi Lucca Rios,68,Jaqueline,Novais,SC,53022-945,2025-04-10 19:03:53
1706,1049,Conjunto Moura,953,Leonina,Alves da Mata,CE,07883992,2024-05-09 20:44:18
1707,1277,Pátio José Pedro Novaes,26,Petropolis,Rios,PE,97330813,2024-02-25 08:30:58
1708,1743,Colônia Nicolas Pereira,417,Savassi,Ramos de Sousa,PE,07009078,2025-05-15 13:51:31
1709,44,Conjunto de Gomes,39,Barão Homem De Melo 1ª Seção,Peixoto de Rodrigues,PA,72421911,2023-07-11 22:34:34
1710,989,Trevo Catarina da Mota,12,Conjunto Celso Machado,Porto,PB,16488-556,2023-02-05 23:39:52
1711,3149,Estação Caio Novais,77,Alto Caiçaras,Moraes do Campo,RS,54200-954,2023-01-09 13:31:32
1712,4129,Conjunto de Sampaio,97,Heliopolis,Ferreira de Sá,DF,74993-921,2025-11-16 02:27:25
1713,738,Avenida Pereira,82,Vila São Francisco,Gonçalves Paulista,BA,74701-852,2024-02-29 22:48:10
1714,4578,Parque de Novaes,16,Vila Boa Vista,Moreira,PE,89098698,2025-03-02 07:05:44
1715,1098,Residencial de Araújo,3,Bairro Das Indústrias Ii,Albuquerque,SE,37173-151,2024-04-12 01:07:19
1716,4848,Praça Freitas,31,São Vicente,Silveira de Casa Grande,PI,57167-234,2024-03-07 03:48:02
1717,151,Lagoa de Machado,18,Jardim América,Castro,GO,54315661,2025-04-16 07:49:14
1718,1370,Praça de Peixoto,7,Conjunto Providencia,Cirino de Ramos,DF,56863812,2024-08-03 08:03:55
1719,4852,Condomínio de Rezende,7,Centro,da Luz do Oeste,RR,68335427,2025-07-12 16:42:22
1720,409,Pátio Oliver Rezende,81,Teixeira Dias,Marques,SE,48668-523,2025-03-17 21:05:59
1721,2191,Lagoa de Carvalho,128,Vila Copacabana,Nogueira da Prata,AL,58354-231,2024-01-31 12:27:16
1722,3142,Alameda Enzo Gabriel Cassiano,3,Santa Isabel,Correia,SP,20649-225,2025-06-06 22:13:59
1723,2348,Jardim Ravy Mendes,190,Planalto,Martins,TO,60300029,2024-06-22 05:23:15
1724,2393,Lagoa de Gonçalves,70,Tres Marias,Farias,PI,30624-276,2023-04-29 19:44:39
1725,4223,Ladeira Ísis Montenegro,96,Floramar,Moura,PB,02929-961,2023-03-01 05:35:24
1726,3028,Recanto Valentim Alves,6,Candelaria,Pinto,CE,19916-692,2025-05-13 02:03:27
1727,3897,Núcleo de Rios,42,Santa Rosa,Teixeira do Oeste,SP,03501304,2023-10-29 09:11:47
1728,4305,Distrito de Moraes,18,Vila Maria,Cavalcanti,AP,37304034,2023-06-18 22:32:10
1729,1219,Vereda Mariana Carvalho,772,Grotinha,da Rosa do Sul,SE,04095-759,2025-10-31 18:00:33
1730,3219,Colônia Antônio Novaes,15,São Benedito,Vargas,AM,94732-861,2023-07-04 02:39:26
1731,2935,Rodovia Davi Lucca Ferreira,550,Santa Terezinha,Ramos,AC,05655159,2025-07-22 09:40:52
1732,359,Vila de Novais,93,Inconfidência,Monteiro da Mata,SE,14565-749,2025-08-10 10:23:21
1733,4622,Avenida Ana Laura Abreu,71,Tiradentes,Cavalcanti do Campo,MA,22656-603,2025-11-02 10:29:49
1734,1240,Travessa da Mata,40,Monte São José,Rios do Oeste,AL,12634862,2025-01-01 11:53:46
1735,2926,Vereda de Pires,48,Marajó,da Luz,GO,41253-608,2023-08-06 13:08:16
1736,387,Trecho Brito,53,Boa Esperança,Lopes,PI,41441-168,2025-06-03 21:56:22
1737,914,Distrito Teixeira,6,Conjunto São Francisco De Assis,Vieira de Barros,PI,56973700,2023-04-14 21:15:22
1738,170,Quadra de Lima,465,Buritis,Santos da Praia,SC,80525212,2024-04-10 17:43:32
1739,23,Rodovia Câmara,78,União,Sales do Amparo,PE,67316331,2024-04-04 10:33:51
1740,350,Residencial de Andrade,168,Conjunto Capitão Eduardo,Mendes de Minas,PA,03242962,2024-10-14 21:23:11
1741,1678,Distrito de Cassiano,1,Vila Cemig,Silva,MT,44202-712,2025-09-22 00:10:41
1742,1572,Via de Dias,70,Piraja,Aparecida Grande,RO,56542-211,2025-03-31 09:42:45
1743,2019,Praia de Cassiano,92,Tupi A,Nogueira,SC,42897-259,2024-01-14 14:51:02
1744,3036,Morro Cirino,318,Califórnia,Mendes do Sul,AC,10234784,2025-08-16 23:57:34
1745,3679,Via da Conceição,18,Jardim Guanabara,Albuquerque,DF,26741-034,2025-10-29 02:37:44
1746,2685,Pátio João Guilherme Monteiro,38,Vila Paquetá,Dias Verde,RO,23001465,2025-02-02 17:43:20
1747,3507,Trevo Peixoto,18,Ribeiro De Abreu,Farias,PR,79218-167,2023-09-22 00:37:01
1748,1658,Alameda de Pacheco,8,Boa União 2ª Seção,Correia,RN,17097591,2025-10-29 23:04:00
1749,4734,Sítio Calebe Macedo,790,Novo Tupi,Cardoso Paulista,AM,98591288,2023-04-13 23:16:04
1750,3923,Vila Albuquerque,76,São Geraldo,Araújo,PB,92197-303,2025-10-27 07:31:49
1751,1248,Sítio Valentina Albuquerque,16,São Benedito,Lima,MS,33724-560,2023-06-16 15:27:27
1752,3437,Praça Bernardo Aparecida,11,Ipe,Pimenta,DF,72272001,2023-06-18 08:28:43
1753,2718,Lagoa Marcelo da Rosa,461,São Francisco Das Chagas,Santos Alegre,AL,49834-451,2022-12-08 05:11:48
1754,3023,Jardim Guerra,68,Manacas,Vargas,GO,95266-685,2025-01-09 15:12:26
1755,171,Distrito Pereira,4,Mariano De Abreu,Pimenta,MS,82148114,2023-05-12 12:46:26
1756,3774,Rua de Abreu,3,Estoril,Correia de Goiás,PE,36739098,2025-02-09 01:20:43
1757,3200,Morro Peixoto,800,Vila Piratininga Venda Nova,Pires Grande,RR,07470824,2022-11-22 08:03:40
1758,4986,Esplanada de Oliveira,18,Leticia,Almeida,TO,39585138,2025-03-03 03:13:35
1759,1364,Área Julia Cirino,91,Das Industrias I,Sousa das Flores,PA,48373-010,2025-11-19 01:15:56
1760,4781,Avenida José Miguel Fogaça,367,Vila Atila De Paiva,Gonçalves do Norte,RS,10190001,2024-09-29 03:51:23
1761,2752,Núcleo Vieira,14,Santa Inês,Gonçalves,TO,75767-067,2025-10-11 11:13:27
1762,4821,Praça de Pereira,1,Vila Nova Gameleira 1ª Seção,Monteiro da Serra,RO,13914426,2024-04-04 14:47:08
1763,638,Alameda Ágatha Cunha,5,Monte São José,Almeida Verde,BA,78562651,2025-05-06 14:14:05
1764,3177,Setor Anthony Gabriel Campos,59,Independência,Abreu,PI,21080-429,2024-01-23 21:18:06
1765,1329,Condomínio Campos,904,Jardim Dos Comerciarios,Teixeira,RN,49619-788,2023-07-17 18:38:46
1766,414,Distrito Melo,26,Araguaia,Nunes,SC,17330-786,2024-10-20 08:15:00
1767,1728,Colônia Lima,3,Providencia,Nogueira do Amparo,SC,19168657,2023-03-01 09:03:35
1768,1290,Lagoa de Camargo,82,João Paulo Ii,Santos,PA,73441-055,2024-01-18 05:09:04
1769,491,Distrito Martins,61,Aparecida,Cavalcante,GO,07643123,2024-06-26 03:04:09
1770,3286,Praça Cavalcante,27,Brasil Industrial,Sampaio,ES,89919881,2025-05-22 12:35:43
1771,905,Vereda Lucas Aparecida,2,Vila Esplanada,Mendes de Minas,PA,64930-616,2024-06-06 11:57:33
1772,983,Parque Vitor Gabriel Carvalho,47,Gutierrez,Sampaio do Sul,BA,21311677,2025-03-23 15:02:44
1773,3150,Distrito Nunes,93,Carlos Prates,Abreu de Pacheco,DF,88498215,2025-01-26 05:19:54
1774,2322,Ladeira das Neves,23,Flavio Marques Lisboa,Gomes de Oliveira,ES,73495-235,2023-08-19 20:48:29
1775,3882,Lagoa Souza,8,Luxemburgo,Teixeira,AM,38770360,2023-10-24 04:05:43
1776,2334,Praça Lara Borges,25,Vila São João Batista,Rodrigues do Norte,SP,89306-749,2024-11-25 09:29:20
1777,134,Favela de Barros,80,Vila Copasa,Novais,AP,36375200,2023-07-25 09:56:54
1778,3902,Estrada Lima,8,São Benedito,Jesus,RS,05891-128,2023-07-11 20:02:05
1779,2873,Ladeira Rezende,44,Vila Mangueiras,Peixoto,PB,80071468,2023-07-04 00:06:36
1780,4068,Passarela de Novais,85,Venda Nova,Vasconcelos das Flores,GO,94527-043,2024-05-16 07:57:23
1781,1542,Passarela de Souza,959,Vila Calafate,Pires,PR,52337-925,2025-07-11 12:40:58
1782,4068,Lagoa de Sampaio,59,Alta Tensão 1ª Seção,Cassiano de Minas,RS,56370-742,2025-07-06 10:58:55
1783,3789,Trevo Dom Vasconcelos,92,Serra Verde,Moura Grande,SP,26574-394,2023-12-08 03:04:52
1784,2632,Parque Julia Correia,56,Aparecida,Silveira,PI,89005-819,2023-07-01 07:17:06
1785,618,Vereda de Souza,767,São Salvador,Gonçalves de Lima,DF,06286-864,2024-12-03 14:40:34
1786,2957,Viela Pacheco,108,Barão Homem De Melo 2ª Seção,da Rocha Paulista,CE,31723-496,2023-05-15 20:14:56
1787,2084,Núcleo Aparecida,811,Jardim Felicidade,Siqueira,MG,53655-648,2025-09-12 20:09:45
1788,2182,Loteamento Campos,516,Caetano Furquim,Farias do Oeste,PR,44384-861,2025-02-02 13:42:31
1789,2104,Trecho Vieira,83,Maria Tereza,Correia da Prata,SC,31227-841,2022-11-26 18:48:14
1790,2270,Avenida Pimenta,68,Vila Santa Monica 2ª Seção,da Rosa do Campo,PR,86705-821,2023-12-10 07:17:38
1791,3933,Distrito de da Costa,43,Santa Rosa,Novais das Flores,AM,24934-702,2024-08-23 03:28:13
1792,2326,Colônia Carvalho,80,Jardim Alvorada,Silveira,BA,80467996,2024-04-12 06:06:14
1793,4085,Residencial Fernando Castro,54,Andiroba,Gonçalves das Flores,AM,02317-166,2023-07-31 16:23:40
1794,523,Alameda de Melo,67,Castanheira,da Paz,PR,42311-819,2023-11-21 22:58:06
1795,1666,Aeroporto de Castro,99,Vila Piratininga,Costela Verde,RS,81837-359,2023-03-29 13:23:50
1796,1421,Vale Asafe Lopes,494,Vale Do Jatoba,Garcia,MA,78085-363,2024-08-09 18:59:46
1797,2620,Setor de Cardoso,21,Barro Preto,Pimenta de Goiás,MA,49585-112,2023-03-11 13:47:34
1798,3000,Vale de Oliveira,7,Caiçaras,Abreu Alegre,MA,98780-288,2023-09-14 04:28:16
1799,174,Aeroporto de Dias,96,Etelvina Carneiro,Ramos do Norte,MT,18045-210,2023-03-14 02:49:23
1800,450,Rua Pires,32,Vitoria Da Conquista,Siqueira,ES,94383-612,2024-02-09 20:37:03
